"year","level","la_name","school_type","num_schools","headcount","perm_excl","perm_excl_rate","fixed_excl","fixed_excl_rate","one_plus_fixed","one_or_more_fixed_excl_rate"
"200607","Local authority","Devon","Primary","318","52699","22","0.04","635","1.2","305","0.58"
"200607","Local authority","Devon","Secondary","37","42966","107","0.25","6164","14.35","2775","6.46"
"200607","Local authority","Devon","Special","13","1042","7","0.67","150","14.4","88","8.45"
"200607","Local authority","Plymouth","Total","100","37928","38","0.1","1549","4.08","864","2.28"
"200607","Local authority","Plymouth","Primary","76","18871","x","x","108","0.57","67","0.36"
"200607","Local authority","Plymouth","Secondary","17","18488","34","0.18","1167","6.31","718","3.88"
"200607","Local authority","Plymouth","Special","7","569","x","x","274","48.15","79","13.88"
"200607","Local authority","Torbay","Total","43","19016","30","0.16","1131","5.95","616","3.24"
"200607","Local authority","Torbay","Primary","32","9655","8","0.08","155","1.61","89","0.92"
"200607","Local authority","Torbay","Secondary","8","9041","20","0.22","952","10.53","515","5.7"
"200607","Local authority","Torbay","Special","3","320","x","x","24","7.5","12","3.75"
"200607","Local authority","Essex","Total","573","198038","259","0.13","13425","6.78","6692","3.38"
"200607","Local authority","Essex","Primary","473","105568","43","0.04","1451","1.37","695","0.66"
"200607","Local authority","Essex","Secondary","80","90525","206","0.23","11709","12.93","5878","6.49"
"200607","Local authority","Essex","Special","20","1945","10","0.51","265","13.62","119","6.12"
"200607","Local authority","Southend-on-Sea","Total","55","27023","23","0.09","1269","4.7","668","2.47"
"200607","Local authority","Southend-on-Sea","Primary","37","13923","x","x","75","0.54","38","0.27"
"200607","Local authority","Southend-on-Sea","Secondary","13","12673","21","0.17","1004","7.92","578","4.56"
"200607","Local authority","Southend-on-Sea","Special","5","427","x","x","190","44.5","52","12.18"
"200607","Local authority","Thurrock","Total","55","22977","23","0.1","1699","7.39","861","3.75"
"200607","Local authority","Thurrock","Primary","43","13865","3","0.02","199","1.44","103","0.74"
"200607","Local authority","Thurrock","Secondary","10","8851","20","0.23","1496","16.9","757","8.55"
"200607","Local authority","Thurrock","Special","2","261","0","0","4","1.53","x","x"
"200607","Local authority","Herefordshire","Total","100","23166","31","0.13","1441","6.22","688","2.97"
"200607","Local authority","Herefordshire","Primary","82","12803","8","0.06","98","0.77","56","0.44"
"200607","Local authority","Herefordshire","Secondary","14","10165","23","0.23","1313","12.92","618","6.08"
"200607","Local authority","Herefordshire","Special","4","198","0","0","30","15.15","14","7.07"
"200607","Local authority","Worcestershire","Total","268","78912","67","0.08","2810","3.56","1689","2.14"
"200607","Local authority","Worcestershire","Primary","195","38442","9","0.02","291","0.76","165","0.43"
"200607","Local authority","Worcestershire","Secondary","61","39282","58","0.15","2343","5.96","1466","3.73"
"200607","Local authority","Worcestershire","Special","12","1188","0","0","176","14.81","58","4.88"
"200607","Local authority","Kent","Total","605","213695","365","0.17","14292","6.69","7619","3.57"
"200607","Local authority","Kent","Primary","467","109600","46","0.04","1141","1.04","616","0.56"
"200607","Local authority","Kent","Secondary","109","101116","308","0.3","12851","12.71","6839","6.76"
"200607","Local authority","Kent","Special","29","2979","11","0.37","300","10.07","164","5.51"
"200607","Local authority","Medway","Total","108","42940","54","0.13","3944","9.18","1790","4.17"
"200607","Local authority","Medway","Primary","85","22124","0","0","483","2.18","188","0.85"
"200607","Local authority","Medway","Secondary","19","20342","54","0.27","3458","17","1599","7.86"
"200607","Local authority","Medway","Special","4","474","0","0","3","0.63","3","0.63"
"200607","Local authority","Lancashire","Total","603","167162","267","0.16","9318","5.57","5196","3.11"
"200607","Local authority","Lancashire","Primary","486","91720","19","0.02","738","0.8","444","0.48"
"200607","Local authority","Lancashire","Secondary","85","73216","240","0.33","8069","11.02","4582","6.26"
"200607","Local authority","Lancashire","Special","32","2226","8","0.36","511","22.96","170","7.64"
"200607","Local authority","Blackburn with Darwen","Total","70","24471","32","0.13","989","4.04","521","2.13"
"200607","Local authority","Blackburn with Darwen","Primary","56","14537","x","x","115","0.79","58","0.4"
"200607","Local authority","Blackburn with Darwen","Secondary","10","9627","30","0.31","867","9.01","459","4.77"
"200607","Local authority","Blackburn with Darwen","Special","4","307","0","0","7","2.28","4","1.3"
"200607","Local authority","Blackpool","Total","40","20525","17","0.08","1534","7.47","814","3.97"
"200607","Local authority","Blackpool","Primary","29","11611","x","x","214","1.84","108","0.93"
"200607","Local authority","Blackpool","Secondary","8","8611","15","0.17","1314","15.26","701","8.14"
"200607","Local authority","Blackpool","Special","3","303","0","0","6","1.98","5","1.65"
"200607","Local authority","Nottinghamshire","Total","351","118406","145","0.12","6844","5.78","3795","3.21"
"200607","Local authority","Nottinghamshire","Primary","292","63444","19","0.03","635","1","377","0.59"
"200607","Local authority","Nottinghamshire","Secondary","47","54052","125","0.23","6172","11.42","3397","6.28"
"200607","Local authority","Nottinghamshire","Special","12","910","x","x","37","4.07","21","2.31"
"200607","Local authority","Nottingham","Total","117","38910","70","0.18","2526","6.49","1462","3.76"
"200607","Local authority","Nottingham","Primary","92","23413","20","0.09","330","1.41","185","0.79"
"200607","Local authority","Nottingham","Secondary","18","15048","50","0.33","2170","14.42","1262","8.39"
"200607","Local authority","Nottingham","Special","7","449","0","0","26","5.79","15","3.34"
"200607","Local authority","Shropshire","Total","166","39566","20","0.05","1813","4.58","960","2.43"
"200607","Local authority","Shropshire","Primary","142","21521","x","x","103","0.48","58","0.27"
"200607","Local authority","Shropshire","Secondary","22","17747","19","0.11","1667","9.39","884","4.98"
"200607","Local authority","Shropshire","Special","2","298","0","0","43","14.43","18","6.04"
"200607","Local authority","Telford and Wrekin","Total","77","26958","19","0.07","2177","8.08","1075","3.99"
"200607","Local authority","Telford and Wrekin","Primary","58","14405","x","x","338","2.35","149","1.03"
"200607","Local authority","Telford and Wrekin","Secondary","15","12084","17","0.14","1757","14.54","885","7.32"
"200607","Local authority","Telford and Wrekin","Special","4","469","0","0","82","17.48","41","8.74"
"200607","Local authority","Cornwall","Total","274","71842","65","0.09","2669","3.72","1576","2.19"
"200607","Local authority","Cornwall","Primary","238","38684","7","0.02","374","0.97","186","0.48"
"200607","Local authority","Cornwall","Secondary","31","32733","55","0.17","2269","6.93","1373","4.19"
"200607","Local authority","Cornwall","Special","5","425","3","0.71","26","6.12","17","4"
"200607","Local authority","Cumbria","Total","326","74807","28","0.04","3909","5.23","2071","2.77"
"200607","Local authority","Cumbria","Primary","279","39028","3","0.01","243","0.62","132","0.34"
"200607","Local authority","Cumbria","Secondary","42","35340","25","0.07","3652","10.33","1931","5.46"
"200607","Local authority","Cumbria","Special","5","439","0","0","14","3.19","8","1.82"
"200607","Local authority","Gloucestershire","Total","305","84248","126","0.15","5078","6.03","2630","3.12"
"200607","Local authority","Gloucestershire","Primary","250","42705","19","0.04","269","0.63","153","0.36"
"200607","Local authority","Gloucestershire","Secondary","42","40574","105","0.26","4543","11.2","2376","5.86"
"200607","Local authority","Gloucestershire","Special","13","969","x","x","266","27.45","101","10.42"
"200607","Local authority","Hertfordshire","Total","515","174315","206","0.12","8746","5.02","4768","2.74"
"200607","Local authority","Hertfordshire","Primary","407","91720","14","0.02","787","0.86","455","0.5"
"200607","Local authority","Hertfordshire","Secondary","82","80413","188","0.23","7406","9.21","4103","5.1"
"200607","Local authority","Hertfordshire","Special","26","2182","4","0.18","553","25.34","210","9.62"
"200607","Local authority","Isle of Wight","Total","70","18953","17","0.09","1159","6.12","613","3.23"
"200607","Local authority","Isle of Wight","Primary","46","6655","x","x","12","0.18","6","0.09"
"200607","Local authority","Isle of Wight","Secondary","21","12057","15","0.12","1147","9.51","607","5.03"
"200607","Local authority","Isle of Wight","Special","3","241","0","0","0","0","0","0"
"200607","Local authority","Lincolnshire","Total","368","101968","137","0.13","3471","3.4","2289","2.24"
"200607","Local authority","Lincolnshire","Primary","285","51977","29","0.06","437","0.84","255","0.49"
"200607","Local authority","Lincolnshire","Secondary","63","48611","103","0.21","2949","6.07","1979","4.07"
"200607","Local authority","Lincolnshire","Special","20","1380","5","0.36","85","6.16","55","3.99"
"200607","Local authority","Norfolk","Total","448","111664","106","0.09","5274","4.72","2874","2.57"
"200607","Local authority","Norfolk","Primary","384","63570","26","0.04","693","1.09","392","0.62"
"200607","Local authority","Norfolk","Secondary","52","47103","75","0.16","4508","9.57","2450","5.2"
"200607","Local authority","Norfolk","Special","12","991","5","0.5","73","7.37","32","3.23"
"200607","Local authority","Northamptonshire","Total","319","104927","122","0.12","6405","6.1","3206","3.06"
"200607","Local authority","Northamptonshire","Primary","265","56107","10","0.02","519","0.93","266","0.47"
"200607","Local authority","Northamptonshire","Secondary","41","47801","106","0.22","5721","11.97","2859","5.98"
"200607","Local authority","Northamptonshire","Special","13","1019","6","0.59","165","16.19","81","7.95"
"200607","Local authority","Northumberland","Total","205","49211","57","0.12","2250","4.57","1253","2.55"
"200607","Local authority","Northumberland","Primary","138","19075","x","x","108","0.57","45","0.24"
"200607","Local authority","Northumberland","Secondary","58","29679","56","0.19","2052","6.91","1166","3.93"
"200607","Local authority","Northumberland","Special","9","457","0","0","90","19.69","42","9.19"
"200607","Local authority","Oxfordshire","Total","285","84926","68","0.08","4467","5.26","2392","2.82"
"200607","Local authority","Oxfordshire","Primary","233","46483","3","0.01","461","0.99","228","0.49"
"200607","Local authority","Oxfordshire","Secondary","35","37499","63","0.17","3957","10.55","2131","5.68"
"200607","Local authority","Oxfordshire","Special","17","944","x","x","49","5.19","33","3.5"
"200607","Local authority","Somerset","Total","270","69090","125","0.18","4889","7.08","2327","3.37"
"200607","Local authority","Somerset","Primary","223","36078","23","0.06","438","1.21","217","0.6"
"200607","Local authority","Somerset","Secondary","39","32548","101","0.31","4069","12.5","2045","6.28"
"200607","Local authority","Somerset","Special","8","464","x","x","382","82.33","65","14.01"
"200607","Local authority","Suffolk","Total","343","100040","65","0.06","6150","6.15","2961","2.96"
"200607","Local authority","Suffolk","Primary","256","44954","6","0.01","501","1.11","237","0.53"
"200607","Local authority","Suffolk","Secondary","78","54187","59","0.11","5604","10.34","2697","4.98"
"200607","Local authority","Suffolk","Special","9","899","0","0","45","5.01","27","3"
"200607","Local authority","Surrey","Total","398","140557","191","0.14","9021","6.42","4332","3.08"
"200607","Local authority","Surrey","Primary","314","78174","27","0.03","649","0.83","346","0.44"
"200607","Local authority","Surrey","Secondary","53","59958","161","0.27","7977","13.3","3834","6.39"
"200607","Local authority","Surrey","Special","31","2425","3","0.12","395","16.29","152","6.27"
"200607","Local authority","Warwickshire","Total","242","75682","132","0.17","3671","4.85","2055","2.72"
"200607","Local authority","Warwickshire","Primary","196","40384","17","0.04","455","1.13","216","0.53"
"200607","Local authority","Warwickshire","Secondary","37","34226","113","0.33","3121","9.12","1804","5.27"
"200607","Local authority","Warwickshire","Special","9","1072","x","x","95","8.86","35","3.26"
"200607","Local authority","West Sussex","Total","294","103768","130","0.13","6332","6.1","3082","2.97"
"200607","Local authority","West Sussex","Primary","240","56861","12","0.02","657","1.16","326","0.57"
"200607","Local authority","West Sussex","Secondary","40","45470","115","0.25","5479","12.05","2657","5.84"
"200607","Local authority","West Sussex","Special","14","1437","3","0.21","196","13.64","99","6.89"
