"year","level","la_name","school_type","num_schools","headcount","perm_excl","perm_excl_rate","fixed_excl","fixed_excl_rate","one_plus_fixed","one_or_more_fixed_excl_rate"
"201011","Local authority","Hampshire","Special","27","2488","6","0.24","455","18.29","169","6.79"
"201011","Local authority","Portsmouth","Total","67","23648","10","0.04","1362","5.76","660","2.79"
"201011","Local authority","Portsmouth","Primary","52","14228","x","x","322","2.26","121","0.85"
"201011","Local authority","Portsmouth","Secondary","10","8910","9","0.1","781","8.77","441","4.95"
"201011","Local authority","Portsmouth","Special","5","510","0","0","259","50.78","98","19.22"
"201011","Local authority","Southampton","Total","79","27069","39","0.14","2012","7.43","959","3.54"
"201011","Local authority","Southampton","Primary","61","16546","5","0.03","276","1.67","127","0.77"
"201011","Local authority","Southampton","Secondary","12","10165","34","0.33","1632","16.06","794","7.81"
"201011","Local authority","Southampton","Special","6","358","0","0","104","29.05","38","10.61"
"201011","Local authority","Leicestershire","Total","283","92829","37","0.04","3820","4.12","1967","2.12"
"201011","Local authority","Leicestershire","Primary","223","46903","15","0.03","315","0.67","166","0.35"
"201011","Local authority","Leicestershire","Secondary","54","45098","22","0.05","3500","7.76","1797","3.98"
"201011","Local authority","Leicestershire","Special","6","828","0","0","5","0.6","4","0.48"
"201011","Local authority","Leicester","Total","106","47291","4","0.01","1932","4.09","1108","2.34"
"201011","Local authority","Leicester","Primary","81","28726","x","x","333","1.16","167","0.58"
"201011","Local authority","Leicester","Secondary","18","17810","x","x","1423","7.99","863","4.85"
"201011","Local authority","Leicester","Special","7","755","x","x","176","23.31","78","10.33"
"201011","Local authority","Rutland","Total","21","5106","x","x","143","2.8","92","1.8"
"201011","Local authority","Rutland","Primary","17","2534","0","0","3","0.12","3","0.12"
"201011","Local authority","Rutland","Secondary","3","2565","x","x","140","5.46","89","3.47"
"201011","Local authority","Rutland","Special","1","7","0","0","0","0","0","0"
"201011","Local authority","Staffordshire","Total","387","119767","89","0.07","3481","2.91","2153","1.8"
"201011","Local authority","Staffordshire","Primary","295","61235","21","0.03","506","0.83","267","0.44"
"201011","Local authority","Staffordshire","Secondary","69","56540","66","0.12","2909","5.15","1841","3.26"
"201011","Local authority","Staffordshire","Special","23","1992","x","x","66","3.31","45","2.26"
"201011","Local authority","Stoke-on-Trent","Total","91","34785","27","0.08","1482","4.26","784","2.25"
"201011","Local authority","Stoke-on-Trent","Primary","71","21248","3","0.01","171","0.8","94","0.44"
"201011","Local authority","Stoke-on-Trent","Secondary","16","13043","24","0.18","1276","9.78","671","5.14"
"201011","Local authority","Stoke-on-Trent","Special","4","494","0","0","35","7.09","19","3.85"
"201011","Local authority","Wiltshire","Total","234","64505","52","0.08","3003","4.66","1537","2.38"
"201011","Local authority","Wiltshire","Primary","199","34209","11","0.03","463","1.35","267","0.78"
"201011","Local authority","Wiltshire","Secondary","29","29786","41","0.14","2517","8.45","1255","4.21"
"201011","Local authority","Wiltshire","Special","6","510","0","0","23","4.51","15","2.94"
"201011","Local authority","Swindon","Total","78","29475","15","0.05","1038","3.52","634","2.15"
"201011","Local authority","Swindon","Primary","61","16542","x","x","82","0.5","45","0.27"
"201011","Local authority","Swindon","Secondary","11","12515","14","0.11","861","6.88","536","4.28"
"201011","Local authority","Swindon","Special","6","418","0","0","95","22.73","53","12.68"
"201011","Local authority","Bracknell Forest","Total","37","15767","22","0.14","482","3.06","253","1.6"
"201011","Local authority","Bracknell Forest","Primary","30","9111","x","x","38","0.42","28","0.31"
"201011","Local authority","Bracknell Forest","Secondary","6","6476","20","0.31","444","6.86","225","3.47"
"201011","Local authority","Bracknell Forest","Special","1","180","0","0","0","0","0","0"
"201011","Local authority","Windsor and Maidenhead","Total","60","19804","18","0.09","631","3.19","378","1.91"
"201011","Local authority","Windsor and Maidenhead","Primary","45","9365","0","0","40","0.43","25","0.27"
"201011","Local authority","Windsor and Maidenhead","Secondary","13","10258","17","0.17","570","5.56","345","3.36"
"201011","Local authority","Windsor and Maidenhead","Special","2","181","x","x","21","11.6","8","4.42"
"201011","Local authority","West Berkshire","Total","79","25027","21","0.08","965","3.86","483","1.93"
"201011","Local authority","West Berkshire","Primary","66","12403","0","0","73","0.59","37","0.3"
"201011","Local authority","West Berkshire","Secondary","10","12068","20","0.17","884","7.33","442","3.66"
"201011","Local authority","West Berkshire","Special","3","556","x","x","8","1.44","4","0.72"
"201011","Local authority","Reading","Total","47","17788","15","0.08","656","3.69","345","1.94"
"201011","Local authority","Reading","Primary","37","11077","x","x","216","1.95","98","0.88"
"201011","Local authority","Reading","Secondary","7","6529","13","0.2","419","6.42","235","3.6"
"201011","Local authority","Reading","Special","3","182","x","x","21","11.54","12","6.59"
"201011","Local authority","Slough","Total","42","23935","x","x","553","2.31","373","1.56"
"201011","Local authority","Slough","Primary","28","13485","0","0","82","0.61","53","0.39"
"201011","Local authority","Slough","Secondary","11","10154","x","x","409","4.03","297","2.92"
"201011","Local authority","Slough","Special","3","296","0","0","62","20.95","23","7.77"
"201011","Local authority","Wokingham","Total","60","23674","11","0.05","545","2.3","326","1.38"
"201011","Local authority","Wokingham","Primary","49","13125","x","x","81","0.62","42","0.32"
"201011","Local authority","Wokingham","Secondary","8","10220","8","0.08","354","3.46","221","2.16"
"201011","Local authority","Wokingham","Special","3","329","x","x","110","33.43","63","19.15"
"201011","Local authority","Cambridgeshire","Total","239","77765","6","0.01","2191","2.82","1331","1.71"
"201011","Local authority","Cambridgeshire","Primary","201","44392","x","x","447","1.01","192","0.43"
"201011","Local authority","Cambridgeshire","Secondary","30","32599","x","x","1650","5.06","1085","3.33"
"201011","Local authority","Cambridgeshire","Special","8","774","x","x","94","12.14","54","6.98"
"201011","Local authority","Peterborough","Total","71","30034","58","0.19","1273","4.24","800","2.66"
"201011","Local authority","Peterborough","Primary","56","16108","x","x","81","0.5","55","0.34"
"201011","Local authority","Peterborough","Secondary","11","13498","55","0.41","1112","8.24","707","5.24"
"201011","Local authority","Peterborough","Special","4","428","x","x","80","18.69","38","8.88"
"201011","Local authority","Halton","Total","61","17901","13","0.07","737","4.12","386","2.16"
"201011","Local authority","Halton","Primary","50","9694","0","0","55","0.57","25","0.26"
"201011","Local authority","Halton","Secondary","7","7926","13","0.16","678","8.55","357","4.5"
"201011","Local authority","Halton","Special","4","281","0","0","4","1.42","4","1.42"
"201011","Local authority","Warrington","Total","85","31043","15","0.05","1061","3.42","581","1.87"
"201011","Local authority","Warrington","Primary","69","17374","0","0","78","0.45","55","0.32"
"201011","Local authority","Warrington","Secondary","12","13387","15","0.11","877","6.55","483","3.61"
"201011","Local authority","Warrington","Special","4","282","0","0","106","37.59","43","15.25"
"201011","Local authority","Devon","Total","364","95273","48","0.05","3908","4.1","2055","2.16"
"201011","Local authority","Devon","Primary","314","51776","8","0.02","485","0.94","227","0.44"
"201011","Local authority","Devon","Secondary","37","42433","37","0.09","3240","7.64","1755","4.14"
"201011","Local authority","Devon","Special","13","1064","3","0.28","183","17.2","73","6.86"
"201011","Local authority","Plymouth","Total","90","37384","17","0.05","1054","2.82","671","1.79"
"201011","Local authority","Plymouth","Primary","67","18826","x","x","58","0.31","43","0.23"
"201011","Local authority","Plymouth","Secondary","16","17964","15","0.08","796","4.43","566","3.15"
"201011","Local authority","Plymouth","Special","7","594","0","0","200","33.67","62","10.44"
"201011","Local authority","Torbay","Total","42","18566","6","0.03","753","4.06","380","2.05"
"201011","Local authority","Torbay","Primary","31","9494","x","x","91","0.96","44","0.46"
"201011","Local authority","Torbay","Secondary","8","8745","4","0.05","517","5.91","309","3.53"
"201011","Local authority","Torbay","Special","3","327","0","0","145","44.34","27","8.26"
"201011","Local authority","Essex","Total","559","195492","66","0.03","9869","5.05","5052","2.58"
"201011","Local authority","Essex","Primary","463","105080","13","0.01","1186","1.13","535","0.51"
"201011","Local authority","Essex","Secondary","78","88383","52","0.06","8439","9.55","4413","4.99"
"201011","Local authority","Essex","Special","18","2029","x","x","244","12.03","104","5.13"
"201011","Local authority","Southend-on-Sea","Total","54","27005","4","0.01","1442","5.34","667","2.47"
"201011","Local authority","Southend-on-Sea","Primary","37","13477","x","x","97","0.72","55","0.41"
"201011","Local authority","Southend-on-Sea","Secondary","12","13073","3","0.02","1301","9.95","588","4.5"
"201011","Local authority","Southend-on-Sea","Special","5","455","0","0","44","9.67","24","5.27"
"201011","Local authority","Thurrock","Total","54","23631","16","0.07","883","3.74","446","1.89"
"201011","Local authority","Thurrock","Primary","42","14374","3","0.02","193","1.34","92","0.64"
"201011","Local authority","Thurrock","Secondary","10","8949","13","0.15","686","7.67","350","3.91"
"201011","Local authority","Thurrock","Special","2","308","0","0","4","1.3","4","1.3"
"201011","Local authority","Herefordshire","Total","100","22601","14","0.06","806","3.57","465","2.06"
"201011","Local authority","Herefordshire","Primary","81","12283","0","0","81","0.66","48","0.39"
"201011","Local authority","Herefordshire","Secondary","15","10076","14","0.14","715","7.1","411","4.08"
"201011","Local authority","Herefordshire","Special","4","242","0","0","10","4.13","6","2.48"
"201011","Local authority","Worcestershire","Total","238","76460","77","0.1","3242","4.24","1719","2.25"
"201011","Local authority","Worcestershire","Primary","182","38429","13","0.03","541","1.41","254","0.66"
"201011","Local authority","Worcestershire","Secondary","45","36821","64","0.17","2566","6.97","1404","3.81"
"201011","Local authority","Worcestershire","Special","11","1210","0","0","135","11.16","61","5.04"
"201011","Local authority","Kent","Total","578","214068","171","0.08","13778","6.44","6890","3.22"
"201011","Local authority","Kent","Primary","449","109567","19","0.02","1238","1.13","634","0.58"
"201011","Local authority","Kent","Secondary","100","101180","142","0.14","11999","11.86","6027","5.96"
"201011","Local authority","Kent","Special","29","3321","10","0.3","541","16.29","229","6.9"
"201011","Local authority","Medway","Total","104","42124","23","0.05","2848","6.76","1236","2.93"
"201011","Local authority","Medway","Primary","83","22284","x","x","551","2.47","221","0.99"
"201011","Local authority","Medway","Secondary","17","19301","21","0.11","2276","11.79","1003","5.2"
"201011","Local authority","Medway","Special","4","539","0","0","21","3.9","12","2.23"
"201011","Local authority","Lancashire","Total","597","161519","175","0.11","5632","3.49","3189","1.97"
"201011","Local authority","Lancashire","Primary","484","90255","30","0.03","581","0.64","328","0.36"
"201011","Local authority","Lancashire","Secondary","82","68963","138","0.2","4677","6.78","2722","3.95"
"201011","Local authority","Lancashire","Special","31","2301","7","0.3","374","16.25","139","6.04"
"201011","Local authority","Blackburn with Darwen","Total","67","24129","10","0.04","497","2.06","335","1.39"
"201011","Local authority","Blackburn with Darwen","Primary","55","14447","x","x","80","0.55","59","0.41"
"201011","Local authority","Blackburn with Darwen","Secondary","10","9480","9","0.09","404","4.26","273","2.88"
"201011","Local authority","Blackburn with Darwen","Special","2","202","0","0","13","6.44","3","1.49"
"201011","Local authority","Blackpool","Total","40","19457","0","0","965","4.96","528","2.71"
"201011","Local authority","Blackpool","Primary","29","11321","0","0","218","1.93","102","0.9"
"201011","Local authority","Blackpool","Secondary","8","7842","0","0","744","9.49","424","5.41"
"201011","Local authority","Blackpool","Special","3","294","0","0","3","1.02","x","x"
"201011","Local authority","Nottinghamshire","Total","341","114581","113","0.1","4872","4.25","2670","2.33"
"201011","Local authority","Nottinghamshire","Primary","284","62784","18","0.03","546","0.87","309","0.49"
"201011","Local authority","Nottinghamshire","Secondary","45","50869","95","0.19","4279","8.41","2330","4.58"
"201011","Local authority","Nottinghamshire","Special","12","928","0","0","47","5.06","31","3.34"
"201011","Local authority","Nottingham","Total","99","39051","31","0.08","2424","6.21","1349","3.45"
"201011","Local authority","Nottingham","Primary","79","23607","5","0.02","263","1.11","151","0.64"
"201011","Local authority","Nottingham","Secondary","14","14975","26","0.17","2136","14.26","1178","7.87"
"201011","Local authority","Nottingham","Special","6","469","0","0","25","5.33","20","4.26"
"201011","Local authority","Shropshire","Total","157","38260","21","0.05","1575","4.12","862","2.25"
"201011","Local authority","Shropshire","Primary","133","20908","x","x","126","0.6","72","0.34"
"201011","Local authority","Shropshire","Secondary","22","17002","18","0.11","1415","8.32","775","4.56"
"201011","Local authority","Shropshire","Special","2","350","x","x","34","9.71","15","4.29"
"201011","Local authority","Telford and Wrekin","Total","73","26174","26","0.1","1719","6.57","874","3.34"
"201011","Local authority","Telford and Wrekin","Primary","55","14055","8","0.06","396","2.82","167","1.19"
"201011","Local authority","Telford and Wrekin","Secondary","14","11632","15","0.13","1263","10.86","671","5.77"
"201011","Local authority","Telford and Wrekin","Special","4","487","3","0.62","60","12.32","36","7.39"
"201011","Local authority","Cheshire East","Total","149","49329","18","0.04","2111","4.28","954","1.93"
"201011","Local authority","Cheshire East","Primary","124","26898","0","0","214","0.8","81","0.3"
"201011","Local authority","Cheshire East","Secondary","20","22133","18","0.08","1839","8.31","857","3.87"
"201011","Local authority","Cheshire East","Special","5","298","0","0","58","19.46","16","5.37"
"201011","Local authority","Cheshire West and Chester","Total","158","46927","28","0.06","2152","4.59","1110","2.37"
"201011","Local authority","Cheshire West and Chester","Primary","129","24973","3","0.01","288","1.15","140","0.56"
"201011","Local authority","Cheshire West and Chester","Secondary","19","21243","25","0.12","1847","8.69","956","4.5"
"201011","Local authority","Cheshire West and Chester","Special","10","711","0","0","17","2.39","14","1.97"
"201011","Local authority","Cornwall","Total","272","69675","18","0.03","1752","2.51","1057","1.52"
"201011","Local authority","Cornwall","Primary","236","37644","0","0","253","0.67","126","0.33"
"201011","Local authority","Cornwall","Secondary","31","31650","18","0.06","1484","4.69","920","2.91"
"201011","Local authority","Cornwall","Special","5","381","0","0","15","3.94","11","2.89"
"201011","Local authority","Cumbria","Total","316","70795","17","0.02","4065","5.74","1818","2.57"
"201011","Local authority","Cumbria","Primary","274","37333","x","x","220","0.59","104","0.28"
"201011","Local authority","Cumbria","Secondary","37","33012","16","0.05","3845","11.65","1714","5.19"
"201011","Local authority","Cumbria","Special","5","450","0","0","0","0","0","0"
"201011","Local authority","Gloucestershire","Total","297","82610","70","0.08","3404","4.12","1773","2.15"
"201011","Local authority","Gloucestershire","Primary","244","41662","13","0.03","373","0.9","194","0.47"
"201011","Local authority","Gloucestershire","Secondary","40","39872","54","0.14","2578","6.47","1448","3.63"
"201011","Local authority","Gloucestershire","Special","13","1076","3","0.28","453","42.1","131","12.17"
"201011","Local authority","Hertfordshire","Total","503","176966","39","0.02","7337","4.15","4093","2.31"
"201011","Local authority","Hertfordshire","Primary","395","94077","3","0","787","0.84","446","0.47"
"201011","Local authority","Hertfordshire","Secondary","82","80800","34","0.04","6185","7.65","3494","4.32"
"201011","Local authority","Hertfordshire","Special","26","2089","x","x","365","17.47","153","7.32"
"201011","Local authority","Isle of Wight","Total","63","17976","x","x","272","1.51","187","1.04"
"201011","Local authority","Isle of Wight","Primary","41","7725","0","0","56","0.72","26","0.34"
"201011","Local authority","Isle of Wight","Secondary","19","9985","x","x","205","2.05","156","1.56"
"201011","Local authority","Isle of Wight","Special","3","266","0","0","11","4.14","5","1.88"
"201011","Local authority","Lincolnshire","Total","354","100981","105","0.1","3431","3.4","2090","2.07"
"201011","Local authority","Lincolnshire","Primary","275","50388","26","0.05","579","1.15","312","0.62"
"201011","Local authority","Lincolnshire","Secondary","58","49041","77","0.16","2727","5.56","1708","3.48"
"201011","Local authority","Lincolnshire","Special","21","1552","x","x","125","8.05","70","4.51"
"201011","Local authority","Norfolk","Total","427","109075","133","0.12","4909","4.5","2518","2.31"
"201011","Local authority","Norfolk","Primary","365","58833","7","0.01","487","0.83","235","0.4"
"201011","Local authority","Norfolk","Secondary","51","49181","124","0.25","4367","8.88","2253","4.58"
"201011","Local authority","Norfolk","Special","11","1061","x","x","55","5.18","30","2.83"
"201011","Local authority","Northamptonshire","Total","313","105307","121","0.11","5418","5.14","2625","2.49"
"201011","Local authority","Northamptonshire","Primary","260","56329","10","0.02","523","0.93","249","0.44"
"201011","Local authority","Northamptonshire","Secondary","41","47841","110","0.23","4769","9.97","2318","4.85"
"201011","Local authority","Northamptonshire","Special","12","1137","x","x","126","11.08","58","5.1"
"201011","Local authority","Northumberland","Total","182","47317","27","0.06","1950","4.12","1030","2.18"
"201011","Local authority","Northumberland","Primary","124","18332","x","x","99","0.54","50","0.27"
"201011","Local authority","Northumberland","Secondary","49","28457","24","0.08","1787","6.28","940","3.3"
"201011","Local authority","Northumberland","Special","9","528","x","x","64","12.12","40","7.58"
"201011","Local authority","Oxfordshire","Total","282","85842","28","0.03","3873","4.51","1878","2.19"
"201011","Local authority","Oxfordshire","Primary","232","48342","0","0","406","0.84","195","0.4"
"201011","Local authority","Oxfordshire","Secondary","34","36560","28","0.08","3391","9.28","1642","4.49"
"201011","Local authority","Oxfordshire","Special","16","940","0","0","76","8.09","41","4.36"
"201011","Local authority","Somerset","Total","263","67007","38","0.06","3198","4.77","1640","2.45"
"201011","Local authority","Somerset","Primary","217","35641","5","0.01","324","0.91","166","0.47"
"201011","Local authority","Somerset","Secondary","38","30923","33","0.11","2768","8.95","1445","4.67"
"201011","Local authority","Somerset","Special","8","443","0","0","106","23.93","29","6.55"
"201011","Local authority","Suffolk","Total","342","98401","60","0.06","3556","3.61","1755","1.78"
"201011","Local authority","Suffolk","Primary","254","46439","7","0.02","451","0.97","227","0.49"
"201011","Local authority","Suffolk","Secondary","80","51116","50","0.1","3048","5.96","1498","2.93"
"201011","Local authority","Suffolk","Special","8","846","3","0.35","57","6.74","30","3.55"
"201011","Local authority","Surrey","Total","388","142623","40","0.03","5450","3.82","2595","1.82"
"201011","Local authority","Surrey","Primary","305","80218","11","0.01","656","0.82","314","0.39"
"201011","Local authority","Surrey","Secondary","53","60069","23","0.04","4451","7.41","2131","3.55"
"201011","Local authority","Surrey","Special","30","2336","6","0.26","343","14.68","150","6.42"
"201011","Local authority","Warwickshire","Total","238","75272","79","0.1","3565","4.74","1824","2.42"
"201011","Local authority","Warwickshire","Primary","193","40332","11","0.03","422","1.05","218","0.54"
"201011","Local authority","Warwickshire","Secondary","35","33802","66","0.2","2898","8.57","1540","4.56"
"201011","Local authority","Warwickshire","Special","10","1138","x","x","245","21.53","66","5.8"
"201011","Local authority","West Sussex","Total","285","103914","90","0.09","4146","3.99","2130","2.05"
"201011","Local authority","West Sussex","Primary","232","57118","x","x","524","0.92","245","0.43"
"201011","Local authority","West Sussex","Secondary","38","45299","87","0.19","3506","7.74","1821","4.02"
"201011","Local authority","West Sussex","Special","15","1497","x","x","116","7.75","64","4.28"
"200910","National","England","Total","21352","7466885","5740","0.08","331380","4.44","179755","2.41"
"200910","National","England","Primary","16973","4096580","620","0.02","37210","0.91","19400","0.47"
"200910","National","England","Secondary","3336","3278485","5020","0.15","279260","8.52","154475","4.71"
"200910","National","England","Special","1043","91815","100","0.11","14905","16.23","5885","6.41"
"200910","Region","North East","Total","1148","378720","305","0.08","14230","3.76","7900","2.09"
"200910","Region","North East","Primary","887","203150","20","0.01","1410","0.69","735","0.36"
"200910","Region","North East","Secondary","198","169825","285","0.17","11825","6.96","6740","3.97"
"200910","Region","North East","Special","63","5745","x","x","995","17.32","425","7.43"
"200910","Region","North West","Total","3111","1025035","875","0.09","43450","4.24","23355","2.28"
"200910","Region","North West","Primary","2483","576195","75","0.01","4280","0.74","2280","0.4"
"200910","Region","North West","Secondary","457","435450","785","0.18","37060","8.51","20270","4.65"
"200910","Region","North West","Special","171","13395","15","0.1","2110","15.75","805","6.03"
"200910","Region","Yorkshire and the Humber","Total","2237","776685","330","0.04","39400","5.07","19360","2.49"
"200910","Region","Yorkshire and the Humber","Primary","1834","435775","35","0.01","3650","0.84","1895","0.43"
"200910","Region","Yorkshire and the Humber","Secondary","316","333245","290","0.09","34420","10.33","17055","5.12"
"200910","Region","Yorkshire and the Humber","Special","87","7665","5","0.08","1330","17.34","415","5.39"
"200910","Region","East Midlands","Total","2030","652285","660","0.1","28495","4.37","15415","2.36"
"200910","Region","East Midlands","Primary","1651","350060","90","0.03","3435","0.98","1770","0.51"
"200910","Region","East Midlands","Secondary","297","295445","565","0.19","24190","8.19","13285","4.5"
"200910","Region","East Midlands","Special","82","6785","5","0.07","870","12.8","360","5.31"
"200910","Region","West Midlands","Total","2319","839205","795","0.09","39765","4.74","22770","2.71"
"200910","Region","West Midlands","Primary","1793","461465","135","0.03","5065","1.1","2815","0.61"
"200910","Region","West Midlands","Secondary","402","365185","650","0.18","33000","9.04","19170","5.25"
"200910","Region","West Midlands","Special","124","12560","10","0.09","1700","13.55","780","6.22"
"200910","Region","East of England","Total","2535","831870","515","0.06","35795","4.3","19295","2.32"
"200910","Region","East of England","Primary","2020","432140","55","0.01","3775","0.87","1915","0.44"
"200910","Region","East of England","Secondary","420","390655","455","0.12","30785","7.88","16895","4.33"
"200910","Region","East of England","Special","95","9075","10","0.1","1235","13.61","485","5.32"
"200910","Region","South East","Total","3312","1153775","760","0.07","56115","4.86","28675","2.49"
"200910","Region","South East","Primary","2629","625865","85","0.01","6400","1.02","3030","0.48"
"200910","Region","South East","Secondary","493","510795","640","0.13","46860","9.17","24420","4.78"
"200910","Region","South East","Special","190","17115","35","0.21","2850","16.65","1225","7.15"
"200910","Region","South West","Total","2306","699010","420","0.06","29285","4.19","15400","2.2"
"200910","Region","South West","Primary","1890","367020","45","0.01","3985","1.09","1890","0.52"
"200910","Region","South West","Secondary","325","324425","370","0.11","23620","7.28","12910","3.98"
"200910","Region","South West","Special","91","7565","5","0.08","1680","22.22","600","7.92"
"200910","Region","Inner London","Total","900","377905","405","0.11","16985","4.49","10575","2.8"
"200910","Region","Inner London","Primary","691","232225","35","0.02","2440","1.05","1380","0.59"
"200910","Region","Inner London","Secondary","151","141420","360","0.25","13735","9.71","8875","6.27"
"200910","Region","Inner London","Special","58","4265","10","0.21","810","19","325","7.62"
"200910","Region","Outer London","Total","1454","732395","675","0.09","27865","3.8","17010","2.32"
"200910","Region","Outer London","Primary","1095","412695","45","0.01","2770","0.67","1690","0.41"
"200910","Region","Outer London","Secondary","277","312045","630","0.2","23765","7.62","14855","4.76"
"200910","Region","Outer London","Special","82","7655","5","0.07","1330","17.35","465","6.09"
"200910","Local authority","City of London","Total","1","233","0","0","0","0","0","0"
"200910","Local authority","City of London","Primary","1","233","0","0","0","0","0","0"
"200910","Local authority","Camden","Total","54","21688","16","0.07","1068","4.92","651","3"
"200910","Local authority","Camden","Primary","41","11496","0","0","131","1.14","75","0.65"
"200910","Local authority","Camden","Secondary","9","9910","11","0.11","836","8.44","537","5.42"
"200910","Local authority","Camden","Special","4","282","5","1.77","101","35.82","39","13.83"
"200910","Local authority","Greenwich","Total","81","36636","14","0.04","2784","7.6","1450","3.96"
"200910","Local authority","Greenwich","Primary","64","21766","0","0","317","1.46","165","0.76"
"200910","Local authority","Greenwich","Secondary","13","14498","14","0.1","2209","15.24","1221","8.42"
"200910","Local authority","Greenwich","Special","4","372","0","0","258","69.35","64","17.2"
"200910","Local authority","Hackney","Total","69","26911","27","0.1","1811","6.73","999","3.71"
"200910","Local authority","Hackney","Primary","53","18077","4","0.02","386","2.14","186","1.03"
"200910","Local authority","Hackney","Secondary","12","8551","23","0.27","1383","16.17","797","9.32"
"200910","Local authority","Hackney","Special","4","283","0","0","42","14.84","16","5.65"
"200910","Local authority","Hammersmith and Fulham","Total","48","17317","23","0.13","541","3.12","398","2.3"
"200910","Local authority","Hammersmith and Fulham","Primary","34","9945","1","0.01","98","0.99","62","0.62"
"200910","Local authority","Hammersmith and Fulham","Secondary","9","7054","22","0.31","420","5.95","322","4.56"
"200910","Local authority","Hammersmith and Fulham","Special","5","318","0","0","23","7.23","14","4.4"
"200910","Local authority","Islington","Total","57","22203","18","0.08","1189","5.36","718","3.23"
"200910","Local authority","Islington","Primary","44","13820","x","x","194","1.4","96","0.69"
"200910","Local authority","Islington","Secondary","10","8090","16","0.2","984","12.16","614","7.59"
"200910","Local authority","Islington","Special","3","293","0","0","11","3.75","8","2.73"
"200910","Local authority","Kensington and Chelsea","Total","32","10724","10","0.09","359","3.35","241","2.25"
"200910","Local authority","Kensington and Chelsea","Primary","26","7048","0","0","51","0.72","30","0.43"
"200910","Local authority","Kensington and Chelsea","Secondary","5","3603","10","0.28","297","8.24","207","5.75"
"200910","Local authority","Kensington and Chelsea","Special","1","73","0","0","11","15.07","4","5.48"
"200910","Local authority","Lambeth","Total","79","31242","65","0.21","1885","6.03","1112","3.56"
"200910","Local authority","Lambeth","Primary","61","20854","19","0.09","401","1.92","215","1.03"
"200910","Local authority","Lambeth","Secondary","13","9928","45","0.45","1328","13.38","847","8.53"
"200910","Local authority","Lambeth","Special","5","460","x","x","156","33.91","50","10.87"
"200910","Local authority","Lewisham","Total","87","36760","40","0.11","1285","3.5","872","2.37"
"200910","Local authority","Lewisham","Primary","67","22091","0","0","239","1.08","148","0.67"
"200910","Local authority","Lewisham","Secondary","14","14179","40","0.28","1034","7.29","716","5.05"
"200910","Local authority","Lewisham","Special","6","490","0","0","12","2.45","8","1.63"
"200910","Local authority","Southwark","Total","93","35950","48","0.13","2006","5.58","1285","3.57"
"200910","Local authority","Southwark","Primary","70","22382","0","0","265","1.18","165","0.74"
"200910","Local authority","Southwark","Secondary","16","13126","48","0.37","1608","12.25","1056","8.05"
"200910","Local authority","Southwark","Special","7","442","0","0","133","30.09","64","14.48"
"200910","Local authority","Tower Hamlets","Total","90","38318","20","0.05","1057","2.76","719","1.88"
"200910","Local authority","Tower Hamlets","Primary","69","23214","0","0","48","0.21","30","0.13"
"200910","Local authority","Tower Hamlets","Secondary","15","14783","20","0.14","971","6.57","667","4.51"
"200910","Local authority","Tower Hamlets","Special","6","321","0","0","38","11.84","22","6.85"
"200910","Local authority","Wandsworth","Total","75","30006","53","0.18","1049","3.5","679","2.26"
"200910","Local authority","Wandsworth","Primary","56","17823","x","x","137","0.77","84","0.47"
"200910","Local authority","Wandsworth","Secondary","11","11510","50","0.43","762","6.62","531","4.61"
"200910","Local authority","Wandsworth","Special","8","673","x","x","150","22.29","64","9.51"
"200910","Local authority","Westminster","Total","52","20474","18","0.09","872","4.26","604","2.95"
"200910","Local authority","Westminster","Primary","40","11274","x","x","115","1.02","84","0.75"
"200910","Local authority","Westminster","Secondary","10","9048","15","0.17","757","8.37","520","5.75"
"200910","Local authority","Westminster","Special","2","152","x","x","0","0","0","0"
"200910","Local authority","Barking and Dagenham","Total","57","33605","39","0.12","894","2.66","523","1.56"
"200910","Local authority","Barking and Dagenham","Primary","47","20154","2","0.01","200","0.99","123","0.61"
"200910","Local authority","Barking and Dagenham","Secondary","9","13215","37","0.28","692","5.24","399","3.02"
"200910","Local authority","Barking and Dagenham","Special","1","236","0","0","x","x","x","x"
"200910","Local authority","Barnet","Total","111","49085","54","0.11","1728","3.52","1071","2.18"
"200910","Local authority","Barnet","Primary","86","27177","0","0","93","0.34","47","0.17"
"200910","Local authority","Barnet","Secondary","21","21526","54","0.25","1635","7.6","1024","4.76"
"200910","Local authority","Barnet","Special","4","382","0","0","0","0","0","0"
"200910","Local authority","Bexley","Total","78","40696","41","0.1","1476","3.63","908","2.23"
"200910","Local authority","Bexley","Primary","57","20266","4","0.02","107","0.53","77","0.38"
"200910","Local authority","Bexley","Secondary","16","19994","36","0.18","1291","6.46","780","3.9"
"200910","Local authority","Bexley","Special","5","436","x","x","78","17.89","51","11.7"
"200910","Local authority","Brent","Total","79","42688","45.9412","0.11","1756","4.11","1148","2.69"
"200910","Local authority","Brent","Primary","59","24247","5","0.02","206","0.85","147","0.61"
"200910","Local authority","Brent","Secondary","15","17977","40.9412","0.23","1485","8.26","984","5.47"
"200910","Local authority","Brent","Special","5","464","0","0","65","14.01","17","3.66"
"200910","Local authority","Bromley","Total","95","46822","44","0.09","1101","2.35","678","1.45"
"200910","Local authority","Bromley","Primary","74","23720","3","0.01","183","0.77","109","0.46"
"200910","Local authority","Bromley","Secondary","17","22648","40","0.18","794","3.51","525","2.32"
