"year","la_name","school_type","perm_physical_pupils","perm_physical_adult","perm_verbal_pupil","perm_verbal_adult","perm_bullying","perm_racist_abuse","perm_sexual_misconduct","perm_drug_alcohol","perm_damage","perm_theft","perm_persistent_disruptive","perm_other","fixed_physical_pupils","fixed_physical_adult","fixed_verbal_pupil","fixed_verbal_adult","fixed_bullying","fixed_racist_abuse","fixed_sexual_misconduct","fixed_drug_alcohol","fixed_damage","fixed_theft","fixed_persistent_disruptive","fixed_other"
"201415","Bournemouth","Special","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","x","0","0","0","0","0","0","x","0"
"201415","Durham","Total","5","6","x","11","0","0","0","3","x","0","38","13","400","194","97","574","18","11","18","99","55","22","938","413"
"201415","Durham","State-funded primary","0","x","0","x","0","0","0","0","0","0","3","0","140","119","27","60","x","4","x","x","3","0","166","23"
"201415","Durham","State-funded secondary","5","4","x","10","0","0","0","3","x","0","35","13","235","36","64","486","16","7","15","89","39","22","684","365"
"201415","Durham","Special","0","0","0","0","0","0","0","0","0","0","0","0","25","39","6","28","0","0","x","8","13","0","88","25"
"201415","Darlington","Total","0","0","0","0","0","0","0","0","0","0","0","0","153","48","24","122","9","x","7","8","14","x","217","239"
"201415","Darlington","State-funded primary","0","0","0","0","0","0","0","0","0","0","0","0","18","21","0","9","0","0","x","0","4","x","12","5"
"201415","Darlington","State-funded secondary","0","0","0","0","0","0","0","0","0","0","0","0","122","12","24","83","9","x","5","8","8","0","200","230"
"201415","Darlington","Special","0","0","0","0","0","0","0","0","0","0","0","0","13","15","0","30","0","0","0","0","x","0","5","4"
"201415","East Sussex","Total","14","7","5","6","0","0","0","7","0","x","21","9","433","257","82","486","24","32","14","94","51","45","548","539"
"201415","East Sussex","State-funded primary","3","6","x","0","0","0","0","0","0","0","3","x","106","148","27","75","6","4","0","0","17","6","159","37"
"201415","East Sussex","State-funded secondary","11","x","4","6","0","0","0","7","0","x","18","8","301","44","53","395","18","26","12","92","27","39","359","461"
"201415","East Sussex","Special","0","0","0","0","0","0","0","0","0","0","0","0","26","65","x","16","0","x","x","x","7","0","30","41"
"201415","Brighton and Hove","Total","x","x","0","x","0","0","0","0","0","0","0","0","194","132","71","215","11","16","9","68","23","6","191","148"
"201415","Brighton and Hove","State-funded primary","x","0","0","0","0","0","0","0","0","0","0","0","55","66","21","34","0","x","x","0","9","x","63","11"
"201415","Brighton and Hove","State-funded secondary","0","x","0","x","0","0","0","0","0","0","0","0","127","29","49","177","11","12","8","66","12","4","125","134"
"201415","Brighton and Hove","Special","0","0","0","0","0","0","0","0","0","0","0","0","12","37","x","4","0","x","0","x","x","x","3","3"
"201415","Hampshire","Total","7","3","4","13","0","0","x","3","0","0","22","x","1196","715","289","1186","49","54","81","245","151","66","1869","60"
"201415","Hampshire","State-funded primary","3","x","x","3","0","0","0","0","0","0","3","0","334","561","70","164","6","3","6","x","45","x","385","7"
"201415","Hampshire","State-funded secondary","4","x","3","10","0","0","x","3","0","0","17","x","775","71","206","962","33","43","72","220","84","59","1377","49"
"201415","Hampshire","Special","0","x","0","0","0","0","0","0","0","0","x","0","87","83","13","60","10","8","3","24","22","6","107","4"
"201415","Portsmouth","Total","x","4","x","0","0","0","0","x","0","0","3","x","186","237","72","280","11","17","x","14","57","3","384","129"
"201415","Portsmouth","State-funded primary","0","x","0","0","0","0","0","0","0","0","x","x","46","96","10","24","x","x","0","0","9","0","55","20"
"201415","Portsmouth","State-funded secondary","x","x","x","0","0","0","0","x","0","0","x","x","53","17","19","80","3","4","x","10","3","3","106","77"
"201415","Portsmouth","Special","0","0","0","0","0","0","0","0","0","0","0","0","87","124","43","176","7","12","0","4","45","0","223","32"
"201415","Southampton","Total","3","x","3","x","0","0","x","x","x","0","4","4","243","141","59","272","4","11","8","28","35","9","233","86"
"201415","Southampton","State-funded primary","x","0","x","0","0","0","0","0","0","0","x","0","71","90","17","56","x","x","3","0","10","0","99","12"
"201415","Southampton","State-funded secondary","x","x","x","x","0","0","x","x","x","0","3","4","164","17","40","212","3","9","5","28","25","9","125","74"
"201415","Southampton","Special","0","0","0","0","0","0","0","0","0","0","0","0","8","34","x","4","0","0","0","0","0","0","9","0"
"201415","Leicestershire","Total","6","5","3","0","0","0","0","x","0","0","4","x","487","132","113","497","41","37","27","110","47","23","512","538"
"201415","Leicestershire","State-funded primary","3","4","3","0","0","0","0","0","0","0","x","0","76","105","15","32","x","4","7","0","8","0","70","6"
"201415","Leicestershire","State-funded secondary","3","x","0","0","0","0","0","x","0","0","x","x","403","17","98","458","40","33","20","110","36","23","441","532"
"201415","Leicestershire","Special","0","0","0","0","0","0","0","0","0","0","0","0","8","10","0","7","0","0","0","0","3","0","x","0"
"201415","Leicester","Total","x","x","x","x","0","0","x","0","0","0","x","4","385","169","77","258","22","12","19","50","36","25","512","279"
"201415","Leicester","State-funded primary","0","x","0","0","0","0","0","0","0","0","0","x","78","98","20","27","0","x","0","0","4","3","42","12"
"201415","Leicester","State-funded secondary","x","0","x","x","0","0","x","0","0","0","x","3","297","27","53","220","22","9","19","50","30","22","464","264"
"201415","Leicester","Special","0","x","0","0","0","0","0","0","0","0","0","0","10","44","4","11","0","x","0","0","x","0","6","3"
"201415","Rutland","Total","x","0","0","0","0","0","0","0","0","0","x","3","30","3","9","27","x","x","x","7","5","x","29","49"
"201415","Rutland","State-funded primary","0","0","0","0","0","0","0","0","0","0","0","x","x","x","0","0","0","0","0","0","0","0","0","x"
"201415","Rutland","State-funded secondary","x","0","0","0","0","0","0","0","0","0","x","x","29","x","9","27","x","x","x","7","5","x","29","47"
"201415","Staffordshire","Total","17","19","6","8","x","0","4","x","0","0","67","6","749","214","177","744","35","61","28","55","67","34","1068","573"
"201415","Staffordshire","State-funded primary","5","13","0","3","x","0","0","0","0","0","9","0","203","156","40","70","11","3","4","0","6","x","218","34"
"201415","Staffordshire","State-funded secondary","12","4","6","5","0","0","4","x","0","0","58","6","530","38","135","666","22","58","24","55","58","31","843","539"
"201415","Staffordshire","Special","0","x","0","0","0","0","0","0","0","0","0","0","16","20","x","8","x","0","0","0","3","x","7","0"
"201415","Stoke-on-Trent","Total","4","6","x","10","0","0","x","6","0","0","19","8","391","122","72","393","16","25","15","29","38","23","400","302"
"201415","Stoke-on-Trent","State-funded primary","x","x","0","3","0","0","0","0","0","0","4","0","79","65","24","42","3","x","x","0","12","4","121","12"
"201415","Stoke-on-Trent","State-funded secondary","3","5","x","7","0","0","x","6","0","0","15","8","301","29","44","342","9","24","13","28","21","19","262","274"
"201415","Stoke-on-Trent","Special","0","0","0","0","0","0","0","0","0","0","0","0","11","28","4","9","4","0","0","x","5","0","17","16"
"201415","Wiltshire","Total","x","3","x","x","0","0","0","0","x","0","6","x","418","195","98","520","20","39","20","84","49","23","601","128"
"201415","Wiltshire","State-funded primary","x","3","x","0","0","0","0","0","x","0","3","x","155","151","20","72","3","6","x","0","21","x","166","18"
"201415","Wiltshire","State-funded secondary","x","0","0","x","0","0","0","0","0","0","3","0","248","28","67","431","17","27","15","83","26","21","417","108"
"201415","Wiltshire","Special","0","0","0","0","0","0","0","0","0","0","0","0","15","16","11","17","0","6","3","x","x","x","18","x"
"201415","Swindon","Total","5","x","x","0","0","0","0","5","0","0","14","0","335","152","94","271","22","13","12","84","51","10","652","78"
"201415","Swindon","State-funded primary","x","0","0","0","0","0","0","0","0","0","x","0","40","54","20","29","4","x","3","0","5","0","48","3"
"201415","Swindon","State-funded secondary","4","x","x","0","0","0","0","5","0","0","13","0","238","23","62","168","12","5","9","84","27","10","524","68"
"201415","Swindon","Special","0","0","0","0","0","0","0","0","0","0","0","0","57","75","12","74","6","7","0","0","19","0","80","7"
"201415","Bracknell Forest","Total","0","0","0","0","0","0","0","x","0","0","x","0","88","23","24","93","6","7","4","18","9","9","100","31"
"201415","Bracknell Forest","State-funded primary","0","0","0","0","0","0","0","0","0","0","0","0","18","20","4","12","0","x","0","0","0","0","19","10"
"201415","Bracknell Forest","State-funded secondary","0","0","0","0","0","0","0","x","0","0","x","0","70","3","20","81","6","5","4","18","9","9","81","21"
"201415","Windsor and Maidenhead","Total","x","0","x","x","0","0","0","x","0","0","x","0","139","20","21","92","6","10","x","21","11","4","47","184"
"201415","Windsor and Maidenhead","State-funded primary","0","0","0","0","0","0","0","0","0","0","0","0","13","15","4","7","0","x","0","0","0","0","11","4"
"201415","Windsor and Maidenhead","State-funded secondary","x","0","x","x","0","0","0","x","0","0","x","0","125","4","17","85","6","8","x","21","11","4","36","180"
"201415","Windsor and Maidenhead","Special","0","0","0","0","0","0","0","0","0","0","0","0","x","x","0","0","0","0","0","0","0","0","0","0"
"201415","West Berkshire","Total","x","x","0","0","0","0","0","4","0","0","8","x","150","54","41","130","13","22","x","23","19","6","346","104"
"201415","West Berkshire","State-funded primary","0","0","0","0","0","0","0","0","0","0","0","0","27","41","3","20","x","x","0","0","5","0","41","5"
"201415","West Berkshire","State-funded secondary","x","x","0","0","0","0","0","4","0","0","8","x","121","5","37","106","11","21","x","19","14","6","303","83"
"201415","West Berkshire","Special","0","0","0","0","0","0","0","0","0","0","0","0","x","8","x","4","0","0","0","4","0","0","x","16"
"201415","Reading","Total","x","5","0","x","0","0","0","x","0","0","5","6","83","73","13","88","x","3","x","7","20","6","137","115"
"201415","Reading","State-funded primary","0","3","0","0","0","0","0","0","0","0","x","0","41","64","x","24","x","x","0","0","6","0","92","14"
"201415","Reading","State-funded secondary","x","x","0","x","0","0","0","x","0","0","3","6","40","4","10","61","0","x","x","7","14","6","42","101"
"201415","Reading","Special","0","x","0","0","0","0","0","0","0","0","0","0","x","5","x","3","0","0","0","0","0","0","3","0"
"201415","Slough","Total","x","x","0","0","0","0","0","0","0","0","0","x","186","64","36","64","9","12","4","5","21","25","113","157"
"201415","Slough","State-funded primary","0","x","0","0","0","0","0","0","0","0","0","0","33","26","4","23","x","x","x","x","5","x","33","18"
"201415","Slough","State-funded secondary","x","0","0","0","0","0","0","0","0","0","0","x","123","5","30","39","6","6","x","3","14","24","58","131"
"201415","Slough","Special","0","0","0","0","0","0","0","0","0","0","0","0","30","33","x","x","x","4","x","0","x","0","22","8"
"201415","Wokingham","Total","3","0","0","x","x","0","x","x","0","0","8","3","133","48","36","88","31","5","8","10","24","4","107","159"
"201415","Wokingham","State-funded primary","0","0","0","0","x","0","0","0","0","0","0","0","15","11","x","5","0","0","0","0","x","0","17","3"
"201415","Wokingham","State-funded secondary","3","0","0","x","0","0","x","x","0","0","8","3","109","5","31","69","17","4","6","8","11","3","63","143"
"201415","Wokingham","Special","0","0","0","0","0","0","0","0","0","0","0","0","9","32","3","14","14","x","x","x","11","x","27","13"
"201415","Cambridgeshire","Total","0","5","0","x","0","0","0","0","0","0","4","0","382","252","112","434","10","19","9","61","54","47","685","666"
"201415","Cambridgeshire","State-funded primary","0","4","0","x","0","0","0","0","0","0","3","0","107","188","38","81","x","x","3","0","17","x","176","61"
"201415","Cambridgeshire","State-funded secondary","0","0","0","0","0","0","0","0","0","0","x","0","245","21","58","314","7","14","3","57","29","45","460","509"
"201415","Cambridgeshire","Special","0","x","0","0","0","0","0","0","0","0","0","0","30","43","16","39","x","3","3","4","8","0","49","96"
"201415","Peterborough","Total","x","x","3","0","x","x","0","0","x","0","5","6","259","69","54","196","14","9","6","45","40","41","418","340"
"201415","Peterborough","State-funded primary","0","x","x","0","0","0","0","0","0","0","0","x","36","26","9","11","x","0","0","0","x","0","49","5"
"201415","Peterborough","State-funded secondary","x","0","x","0","x","x","0","0","x","0","5","5","204","23","36","139","12","9","5","44","17","41","348","321"
"201415","Peterborough","Special","0","0","0","0","0","0","0","0","0","0","0","0","19","20","9","46","0","0","x","x","22","0","21","14"
"201415","Halton","Total","x","0","0","x","0","0","x","4","0","0","x","3","71","27","18","92","3","8","5","28","7","3","118","307"
"201415","Halton","State-funded primary","x","0","0","0","0","0","0","0","0","0","x","0","20","19","4","4","0","0","x","0","x","0","24","x"
"201415","Halton","State-funded secondary","0","0","0","x","0","0","x","4","0","0","x","3","51","8","14","88","3","8","4","28","6","3","94","304"
"201415","Halton","Special","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","x"
"201415","Warrington","Total","4","x","x","0","0","0","0","x","0","0","x","5","140","48","47","190","10","16","6","25","28","7","320","324"
"201415","Warrington","State-funded primary","0","0","0","0","0","0","0","0","0","0","0","0","27","29","8","35","0","x","3","0","x","0","43","12"
"201415","Warrington","State-funded secondary","4","x","x","0","0","0","0","x","0","0","x","5","110","14","39","152","9","15","3","25","14","6","258","311"
"201415","Warrington","Special","0","0","0","0","0","0","0","0","0","0","0","0","3","5","0","3","x","0","0","0","13","x","19","x"
"201415","Devon","Total","8","8","0","7","0","0","x","8","x","0","25","4","542","354","101","623","45","39","23","145","47","33","661","459"
"201415","Devon","State-funded primary","x","5","0","x","0","0","0","0","0","0","3","0","166","295","35","69","5","x","0","0","14","x","153","12"
"201415","Devon","State-funded secondary","5","3","0","6","0","0","x","8","x","0","22","3","354","36","64","543","38","25","23","140","26","32","499","403"
"201415","Devon","Special","x","0","0","0","0","0","0","0","0","0","0","x","22","23","x","11","x","12","0","5","7","0","9","44"
"201415","Plymouth","Total","4","x","3","0","0","0","0","0","0","0","4","x","235","93","69","237","18","29","17","48","49","9","324","106"
"201415","Plymouth","State-funded primary","0","0","0","0","0","0","0","0","0","0","x","0","37","43","7","28","x","4","0","0","4","x","57","8"
"201415","Plymouth","State-funded secondary","4","x","x","0","0","0","0","0","0","0","3","x","182","12","56","195","16","22","17","47","31","7","247","93"
"201415","Plymouth","Special","0","0","x","0","0","0","0","0","0","0","0","0","16","38","6","14","x","3","0","x","14","0","20","5"
"201415","Torbay","Total","5","x","x","x","0","0","0","x","x","0","3","x","157","116","25","160","7","17","11","55","32","14","253","118"
"201415","Torbay","State-funded primary","0","0","x","0","0","0","0","0","0","0","x","0","33","70","5","14","3","x","0","0","6","0","22","0"
"201415","Torbay","State-funded secondary","5","x","x","x","0","0","0","x","x","0","x","x","102","11","11","127","4","9","10","44","8","13","190","44"
"201415","Torbay","Special","0","0","0","0","0","0","0","0","0","0","0","0","22","35","9","19","0","6","x","11","18","x","41","74"
"201415","Essex","Total","6","8","5","6","0","0","0","5","0","0","14","8","1254","474","370","1320","81","117","59","224","150","94","1438","975"
"201415","Essex","State-funded primary","0","4","0","3","0","0","0","0","0","0","4","x","292","368","89","158","6","5","6","x","26","4","322","64"
"201415","Essex","State-funded secondary","6","3","5","3","0","0","0","4","0","0","10","7","936","67","270","1142","74","109","51","220","116","89","1090","903"
"201415","Essex","Special","0","x","0","0","0","0","0","x","0","0","0","0","26","39","11","20","x","3","x","3","8","x","26","8"
"201415","Southend-on-Sea","Total","3","x","0","x","0","0","0","0","0","0","0","0","163","49","49","195","5","11","4","18","31","11","242","211"
"201415","Southend-on-Sea","State-funded primary","0","0","0","0","0","0","0","0","0","0","0","0","14","14","7","13","0","x","0","0","3","x","39","x"
"201415","Southend-on-Sea","State-funded secondary","3","x","0","x","0","0","0","0","0","0","0","0","141","26","41","169","5","10","4","18","20","10","178","199"
"201415","Southend-on-Sea","Special","0","0","0","0","0","0","0","0","0","0","0","0","8","9","x","13","0","0","0","0","8","0","25","10"
"201415","Thurrock","Total","x","x","3","x","0","0","0","0","0","0","7","x","118","50","47","95","4","10","8","35","20","6","419","38"
"201415","Thurrock","State-funded primary","0","x","0","x","0","0","0","0","0","0","x","0","34","45","12","8","0","x","x","x","x","0","35","11"
"201415","Thurrock","State-funded secondary","x","0","3","0","0","0","0","0","0","0","6","x","83","4","35","87","4","8","6","34","19","6","384","27"
"201415","Thurrock","Special","0","0","0","0","0","0","0","0","0","0","0","0","x","x","0","0","0","0","0","0","0","0","0","0"
"201415","Herefordshire","Total","x","0","0","0","0","0","0","x","0","0","3","x","135","48","13","111","x","11","3","14","9","4","178","159"
"201415","Herefordshire","State-funded primary","0","0","0","0","0","0","0","0","0","0","0","0","33","30","x","18","0","x","x","0","x","x","71","10"
"201415","Herefordshire","State-funded secondary","x","0","0","0","0","0","0","x","0","0","3","x","96","4","10","86","x","9","x","14","6","3","100","149"
"201415","Herefordshire","Special","0","0","0","0","0","0","0","0","0","0","0","0","6","14","x","7","0","0","0","0","x","0","7","0"
"201415","Worcestershire","Total","8","6","3","5","0","0","0","x","0","0","24","4","601","186","103","481","50","49","20","49","36","33","590","306"
"201415","Worcestershire","State-funded primary","0","x","0","x","0","0","0","0","0","0","4","x","116","96","15","51","8","4","x","0","5","0","145","40"
"201415","Worcestershire","State-funded secondary","8","4","3","4","0","0","0","x","0","0","20","3","461","33","87","414","37","44","16","49","20","32","433","259"
"201415","Worcestershire","Special","0","0","0","0","0","0","0","0","0","0","0","0","24","57","x","16","5","x","x","0","11","x","12","7"
"201415","Kent","Total","13","17","x","8","0","0","x","6","x","x","41","4","2211","664","497","2255","124","179","122","327","304","140","3225","1001"
"201415","Kent","State-funded primary","6","13","x","x","0","0","0","0","0","0","12","x","335","350","66","134","6","19","8","0","20","3","491","72"
"201415","Kent","State-funded secondary","7","x","x","6","0","0","x","6","x","x","29","x","1781","160","413","2087","111","149","113","312","243","135","2665","911"
"201415","Kent","Special","0","x","0","x","0","0","0","0","0","0","0","0","95","154","18","34","7","11","x","15","41","x","69","18"
"201415","Medway","Total","9","x","x","8","0","0","4","8","x","0","25","x","431","291","121","408","20","46","27","50","84","26","1277","142"
"201415","Medway","State-funded primary","x","0","0","x","0","0","0","0","0","0","x","0","151","231","20","69","4","15","4","x","17","4","327","47"
"201415","Medway","State-funded secondary","8","x","x","6","0","0","4","8","x","0","23","x","262","20","100","332","16","27","22","45","26","22","942","95"
"201415","Medway","Special","0","0","0","0","0","0","0","0","0","0","0","0","18","40","x","7","0","4","x","4","41","0","8","0"
"201415","Lancashire","Total","26","39","5","34","x","x","x","18","x","x","68","50","979","333","177","927","54","62","47","181","96","73","1331","1288"
"201415","Lancashire","State-funded primary","7","19","0","4","0","x","0","0","0","0","16","5","209","186","32","78","4","10","5","0","15","0","206","54"
"201415","Lancashire","State-funded secondary","19","18","5","30","x","x","x","18","x","x","52","45","719","75","140","828","43","51","38","166","50","72","1039","1182"
"201415","Lancashire","Special","0","x","0","0","0","0","0","0","0","0","0","0","51","72","5","21","7","x","4","15","31","x","86","52"
"201415","Blackburn with Darwen","Total","x","0","0","0","0","0","0","x","0","0","x","0","55","27","15","71","x","11","x","23","4","6","84","54"
"201415","Blackburn with Darwen","State-funded primary","x","0","0","0","0","0","0","0","0","0","x","0","29","22","7","17","x","x","0","0","4","x","43","8"
"201415","Blackburn with Darwen","State-funded secondary","0","0","0","0","0","0","0","x","0","0","0","0","26","5","8","54","x","10","x","23","0","5","38","46"
"201415","Blackburn with Darwen","Special","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"201415","Blackpool","Total","7","0","7","6","x","0","0","5","0","0","16","9","242","64","100","331","13","11","6","57","16","9","484","301"
"201415","Blackpool","State-funded primary","0","0","0","0","0","0","0","0","0","0","0","0","47","28","11","17","0","x","x","0","x","x","21","12"
"201415","Blackpool","State-funded secondary","7","0","7","6","x","0","0","5","0","0","16","9","195","36","89","314","13","10","5","57","15","8","463","289"
"201415","Nottinghamshire","Total","3","3","0","x","0","0","0","5","0","0","8","16","759","227","128","690","49","75","24","94","81","46","2221","1382"
"201415","Nottinghamshire","State-funded primary","0","0","0","0","0","0","0","0","0","0","0","x","117","140","14","45","3","5","x","0","10","0","116","28"
"201415","Nottinghamshire","State-funded secondary","3","3","0","x","0","0","0","5","0","0","8","15","630","65","112","641","46","70","23","94","69","46","2100","1354"
"201415","Nottinghamshire","Special","0","0","0","0","0","0","0","0","0","0","0","0","12","22","x","4","0","0","0","0","x","0","5","0"
"201415","Nottingham","Total","13","5","x","5","0","0","0","x","0","0","16","12","595","149","162","541","40","35","7","43","52","17","648","661"
"201415","Nottingham","State-funded primary","3","3","x","0","0","0","0","0","0","0","3","x","55","84","23","51","x","3","x","3","10","x","57","29"
"201415","Nottingham","State-funded secondary","10","x","0","5","0","0","0","x","0","0","13","11","534","55","139","490","39","32","5","40","37","16","587","628"
"201415","Nottingham","Special","0","0","0","0","0","0","0","0","0","0","0","0","6","10","0","0","0","0","0","0","5","0","4","4"
"201415","Shropshire","Total","5","6","x","3","0","0","x","5","0","0","11","7","192","82","70","265","23","16","18","43","18","11","266","307"
"201415","Shropshire","State-funded primary","0","6","x","x","0","0","0","0","0","0","3","0","37","64","7","47","x","3","x","0","5","0","46","25"
"201415","Shropshire","State-funded secondary","5","0","0","x","0","0","0","5","0","0","8","7","147","7","62","207","22","13","14","43","12","11","207","279"
"201415","Shropshire","Special","0","0","0","0","0","0","x","0","0","0","0","0","8","11","x","11","0","0","x","0","x","0","13","3"
"201415","Telford and Wrekin","Total","4","x","0","x","0","0","0","x","0","0","3","3","314","207","55","341","26","31","x","54","53","13","327","377"
"201415","Telford and Wrekin","State-funded primary","0","0","0","0","0","0","0","0","0","0","0","0","79","140","9","47","x","x","0","0","15","0","115","14"
"201415","Telford and Wrekin","State-funded secondary","4","x","0","x","0","0","0","x","0","0","3","3","228","32","45","270","16","14","x","30","16","13","181","347"
"201415","Telford and Wrekin","Special","0","0","0","0","0","0","0","0","0","0","0","0","7","35","x","24","9","16","0","24","22","0","31","16"
"201415","Cheshire East","Total","4","x","0","x","0","0","0","0","0","0","8","6","270","100","63","417","21","29","17","45","47","12","335","529"
"201415","Cheshire East","State-funded primary","0","x","0","0","0","0","0","0","0","0","0","0","35","71","7","21","x","3","0","0","5","0","39","6"
"201415","Cheshire East","State-funded secondary","4","x","0","x","0","0","0","0","0","0","8","6","231","24","56","393","20","25","16","45","41","12","285","523"
"201415","Cheshire East","Special","0","0","0","0","0","0","0","0","0","0","0","0","4","5","0","3","0","x","x","0","x","0","11","0"
"201415","Cheshire West and Chester","Total","x","x","0","4","0","0","0","x","0","0","12","x","268","109","79","442","10","31","10","49","37","15","711","194"
"201415","Cheshire West and Chester","State-funded primary","0","0","0","0","0","0","0","0","0","0","x","0","33","80","12","34","0","6","0","0","5","0","69","x"
"201415","Cheshire West and Chester","State-funded secondary","x","x","0","4","0","0","0","x","0","0","11","x","234","28","67","408","10","25","10","49","32","15","639","192"
"201415","Cheshire West and Chester","Special","0","0","0","0","0","0","0","0","0","0","0","0","x","x","0","0","0","0","0","0","0","0","3","x"
"201415","Cornwall","Total","7","4","3","11","0","0","0","13","x","0","21","18","281","101","55","371","26","27","10","69","26","18","302","563"
"201415","Cornwall","State-funded primary","x","x","0","x","0","0","0","0","0","0","5","0","59","86","8","20","x","x","x","0","x","0","63","20"
"201415","Cornwall","State-funded secondary","6","x","3","10","0","0","0","13","x","0","16","18","220","13","47","351","24","25","8","69","25","18","239","543"
"201415","Cornwall","Special","0","x","0","0","0","0","0","0","0","0","0","0","x","x","0","0","0","0","0","0","0","0","0","0"
"201415","Cumbria","Total","x","4","0","8","0","0","0","4","x","0","15","x","443","109","101","700","34","20","27","118","66","48","1003","173"
"201415","Cumbria","State-funded primary","x","0","0","x","0","0","0","0","0","0","x","x","62","48","13","17","x","x","0","0","7","x","97","5"
"201415","Cumbria","State-funded secondary","x","4","0","6","0","0","0","4","x","0","14","0","380","61","88","683","32","19","27","118","59","47","906","168"
"201415","Cumbria","Special","0","0","0","0","0","0","0","0","0","0","0","0","x","0","0","0","0","0","0","0","0","0","0","0"
"201415","Gloucestershire","Total","17","12","x","5","x","0","x","0","0","0","43","26","544","166","117","616","24","30","21","61","51","54","667","626"
"201415","Gloucestershire","State-funded primary","x","5","x","0","0","0","0","0","0","0","12","x","118","115","14","43","4","x","x","0","3","3","174","12"
"201415","Gloucestershire","State-funded secondary","15","7","x","5","x","0","x","0","0","0","31","25","407","25","102","568","20","28","19","61","45","50","458","614"
"201415","Gloucestershire","Special","0","0","0","0","0","0","0","0","0","0","0","0","19","26","x","5","0","0","0","0","3","x","35","0"
"201415","Hertfordshire","Total","9","4","3","4","0","0","x","6","0","0","12","12","1169","466","291","907","77","147","29","185","134","145","1175","1486"
"201415","Hertfordshire","State-funded primary","x","4","0","x","0","0","0","0","0","0","5","5","318","320","48","144","6","20","8","0","32","6","271","133"
"201415","Hertfordshire","State-funded secondary","5","0","x","x","0","0","x","6","0","0","4","7","784","51","223","709","60","125","21","183","79","139","790","1299"
"201415","Hertfordshire","Special","x","0","x","0","0","0","0","0","0","0","3","0","67","95","20","54","11","x","0","x","23","0","114","54"
"201415","Isle of Wight","Total","0","0","0","0","0","0","0","x","0","0","x","x","143","69","46","322","x","9","5","24","19","4","346","244"
"201415","Isle of Wight","State-funded primary","0","0","0","0","0","0","0","0","0","0","0","0","16","39","4","15","0","0","0","0","x","0","21","3"
"201415","Isle of Wight","State-funded secondary","0","0","0","0","0","0","0","x","0","0","x","x","126","30","41","305","0","9","5","24","18","4","323","241"
"201415","Isle of Wight","Special","0","0","0","0","0","0","0","0","0","0","0","0","x","0","x","x","x","0","0","0","0","0","x","0"
"201415","Lincolnshire","Total","13","16","x","9","0","x","0","12","x","x","78","50","553","241","100","589","34","57","16","113","60","35","759","744"
"201415","Lincolnshire","State-funded primary","x","12","x","0","0","0","0","0","x","x","19","x","139","162","15","44","5","3","x","0","7","x","185","20"
"201415","Lincolnshire","State-funded secondary","11","4","x","9","0","x","0","12","0","0","57","48","390","34","80","537","28","54","14","107","43","32","479","714"
"201415","Lincolnshire","Special","0","0","0","0","0","0","0","0","0","0","x","x","24","45","5","8","x","0","x","6","10","x","95","10"
"201415","Norfolk","Total","15","20","7","11","x","0","3","21","x","0","59","16","696","200","155","743","36","42","21","123","76","35","1245","431"
"201415","Norfolk","State-funded primary","6","15","x","5","0","0","x","x","0","0","9","0","200","160","49","97","x","5","4","0","20","x","284","52"
"201415","Norfolk","State-funded secondary","8","4","6","6","x","0","x","19","x","0","50","16","489","36","106","644","35","37","17","123","56","34","954","379"
"201415","Norfolk","Special","x","x","0","0","0","0","0","x","0","0","0","0","7","4","0","x","0","0","0","0","0","0","7","0"
"201415","Northamptonshire","Total","17","15","3","16","x","0","x","15","0","0","32","15","877","360","190","1091","53","45","39","125","133","22","1283","736"
"201415","Northamptonshire","State-funded primary","x","9","0","0","0","0","0","0","0","0","9","0","163","237","27","100","3","5","5","0","20","x","390","73"
"201415","Northamptonshire","State-funded secondary","15","6","3","16","x","0","x","15","0","0","23","15","698","68","156","977","46","40","32","125","60","20","864","659"
"201415","Northamptonshire","Special","0","0","0","0","0","0","0","0","0","0","0","0","16","55","7","14","4","0","x","0","53","0","29","4"
"201415","Northumberland","Total","x","7","0","6","0","0","x","3","x","x","15","7","283","85","63","344","10","19","16","47","36","22","348","280"
"201415","Northumberland","State-funded primary","0","x","0","0","0","0","0","0","x","0","x","0","35","47","3","14","x","0","0","0","7","0","34","x"
"201415","Northumberland","State-funded secondary","x","3","0","6","0","0","x","3","x","x","14","7","230","25","59","321","8","19","16","46","23","22","306","275"
"201415","Northumberland","Special","x","x","0","0","0","0","0","0","0","0","0","0","18","13","x","9","0","0","0","x","6","0","8","3"
"201415","Oxfordshire","Total","4","5","0","9","0","0","0","6","x","0","11","4","449","233","108","701","43","49","22","147","77","42","894","186"
"201415","Oxfordshire","State-funded primary","x","3","0","0","0","0","0","0","0","0","x","0","72","130","20","69","x","3","x","0","10","x","163","20"
"201415","Oxfordshire","State-funded secondary","3","x","0","8","0","0","0","5","x","0","10","4","367","76","87","624","41","46","18","143","62","39","728","158"
"201415","Oxfordshire","Special","0","0","0","x","0","0","0","x","0","0","0","0","10","27","x","8","0","0","x","4","5","x","3","8"
"201415","Somerset","Total","9","5","x","x","x","0","x","3","x","0","10","4","598","308","106","566","36","48","18","75","60","26","689","569"
